280441	Let's live it up!	4270660	Mari bersenang-senang!
4016489	That sounds like a very good deal.	4270666	Kedengarannya sangat bagus.
2387600	I need to find out what to do.	4270667	Aku perlu mengetahui apa yang harus dilakukan?
1025192	Tom is a computer programmer.	4270669	Tom adalah seorang pemrogram komputer.
261507	I usually go to bed at nine.	4270670	Aku biasanya pergi tidur jam sembilan.
37280	Tom is on good terms with John.	4270671	Tom berteman baik dengan John.
3393203	Just wait a second.	3959505	Tunggu sebentar.
264786	Keep your room as neat as you can.	4270678	Jagalah kamarmu agar tetap bersih dan rapi.
61123	This aroused her suspicion.	4270697	Hal ini membuatnya merasa curiga.
47652	The work was very difficult.	4270699	Pekerjaan itu sangat sulit.
22721	We look up to him as a good senior.	4270702	Kami menghormatinya sebagai seorang senior yang berbudi.
32549	Max explained to Julie why he could not go to her farewell party.	4271864	Max menjelaskan kepada Julie kenapa ia tidak dapat pergi ke pesta perpisahannya.
2956119	Tom begged Mary not to leave.	4271868	Tom meminta Mary untuk tidak pergi.
2012123	I don't want you to quit.	4271869	Aku tidak ingin kau berhenti.
19302	Kyoto is visited by many tourists.	4271877	Kyoto dikunjungi oleh banyak turis.
2510151	That's precisely what you need now.	4271879	Itu adalah apa yang kau butuhkan sekarang.
2007546	Let's hope Tom was right.	4271887	Semoga saja Tom benar.
284654	I'm always surprised by him.	4271889	Dia selalu membuatku terkejut.
1439458	I think they're using you.	4271892	Aku pikir mereka memperalat kamu.
1095967	Tom and Mary have been dating for three months.	4271893	Tom dan Mary telah berkencan selama tiga bulan.
1095082	Tom couldn't possibly have hit Mary.	4271895	Mana mungkin Tom memukul Mary.
463208	They live in a house.	4271896	Mereka tinggal di sebuah rumah.
2323232	I don't think we have enough time.	4271897	Aku tidak berpikir kita memiliki cukup waktu.
64451	Have mercy on me and spare my life, please!	4271971	Tolong ampuni saya!
51970	Not all of the staff was present.	4271973	Tidak semua pegawai datang hadir.
1490779	My mother has cooked ten eggs.	4271978	Ibuku telah merebus sepuluh butir telur.
3091683	I'm moving to Africa this month.	4272635	Aku pindah ke Afrika bulan ini.
2797204	We were working hard on the project.	4272637	Kami telah bekerja keras pada proyek ini.
2712696	Tom had no food or water for three days.	4272641	Tom tidak makan dan minum selama tiga hari.
2009648	We tried our best.	4272677	Kami telah mencoba yang terbaik.
34712	I've caught a terrible cold.	4272679	Aku terkena flu berat.
3448631	Gold can conquer any fortress.	4272682	Emas dapat menaklukkan benteng manapun.
1885242	Black people are not allowed to travel by the same coaches white people use.	4272686	Orang kulit hitam tidak diperbolehkan menaiki kereta kuda yang sama dengan yang dinaiki orang kulit putih.
639353	How can one be serious with the world when the world itself is so ridiculous!	4272688	Bagaimana seseorang bisa serius dengan dunia ketika dunia itu sendiri sangat konyol!
436705	I hope no one sits in front of us.	4272690	Aku harap tidak ada seorangpun yang akan duduk di depan kita.
270041	One must do one's best in everything.	4272691	Seseorang harus melakukan yang terbaik dalam hal apapun.
3725731	Thank you for giving me the option.	4272692	Terima kasih telah memberikanku pilihan.
3204147	Everything I've told you may not be true.	4272693	Semua yang telah aku beritahukan padamu mungkin tidak sepenuhnya benar.
434614	Do you remember us?	4272694	Apa kau mengingat kami?
3183739	Tom is trying not to laugh.	4284051	Tom sedang berusaha untuk tidak tertawa
1866445	Could you turn that down, please?	4284052	Bisa tolong dikecilkan ?
2033387	I want to be as tall as Tom.	4284053	Saya mau setinggi Tom
799851	Let's find a solution that is acceptable to everyone.	4284054	Mari cari solusi yang bisa diterima semua orang.
249395	We go abroad every summer.	4284055	Kami pergi ke luar negri setiap musim panas.
887300	She married him for his money.	4284057	Dia menikahi cowo itu karena uangnya
417020	Wow! It's been a long time.	4284058	WOW! sudah sekian lama.
2545120	Tom wanted grandchildren.	4284059	Tom menginginkan cucu.
60683	This bus connects the two large cities.	4284061	Bus ini menghubungkan dua kota besar
317146	She was unwilling to tell her name.	4284064	Dia tidak mau memberitahukan namanya.
20104	You are the only one.	4284065	Kaulah satu-satunya.
2272850	Tom is a politician.	4284067	Tom adalah seorang politikus.
2663273	Is there a problem with my work?	4284069	Apakah ada masalah dengan pekerjaan saya?
739833	Do not do unto others what you do not want others do unto you.	4284070	Jangan berbuat sesuatu yang tidak mau diperlakukan kepada anda kepada orang lain.
3819176	Will you be at the concert tonight?	4284076	Kamu akan ada di konser malam ini ?
398929	When are you going home?	4284077	Kapan kamu akan pulang?
2301951	I can't believe your parents let you come here by yourself.	4284079	Aku tak percaya orang tuamu membiarkan kamu pergi kesini sendiri.
3045791	I stood here for thirty minutes.	4284081	Saya berdiri disini selama tiga puluh menit.
1741612	Tell her that I am looking for the keys.	4284083	Bilang ke dia, saya sedang mencari kunci.
3871287	Do you want to drink some tea?	4284084	Kamu mau minum teh?
2566021	She blinked her eyes.	4284087	Dia mengkedipkan matanya.
4283949	I met my friends last Wednesday morning.	4284088	Saya bertemu teman saya rabu pagi kemarin.
4016734	Are you the person in charge?	4284697	Apakah kau adalah orang yang bertugas di sini?
2952835	I'm not the only one here who thinks Tom isn't a nice guy.	4284698	Bukan cuma aku saja yang berpikir bahwa Tom bukanlah orang yang baik.
1887803	I thought I told you to clean your room.	4284699	Aku pikir aku telah menyuruhmu untuk membersihkan kamarmu.
1153548	My fingers are so cold they have gone numb.	4284700	Jari-jariku terasa sangat dingin sampai-sampai mati rasa.
1028346	Tom likes to listen to Mary sing.	4284701	Tom suka mendengar nyanyian Mary.
290048	He asked for more money.	4284703	Dia meminta lebih banyak uang.
2768711	He has bad handwriting.	4284704	Dia memiliki tulisan tangan yang buruk.
2360976	I hope you know what you're doing.	4284705	Aku harap kau tahu apa yang kau perbuat.
2012973	I want to ask you something.	4284707	Aku ingin menanyakan sesuatu padamu.
1742258	Michael hasn't checked the doors yet.	4284708	Michael masih belum memeriksa pintu-pintunya.
284237	I want to meet him to see whether or not he gives me useful information.	4286120	Aku ingin bertemu dengannya untuk mengetahui apakah ia memberikanku informasi yang berguna atau tidak.
1779260	Now, please, leave ... leave me alone!	4286155	Sekarang, tolong pergilah... tinggalkan aku sendiri!
2281850	Why didn't you say something?	4287326	Kenapa kau tidak berkata sepatah katapun?
2273595	Tom is very funny.	4287327	Tom sangat lucu.
3822265	I should've been able to do more.	4287329	Seharusnya aku bisa melakukan lebih.
3706871	I can't live alone.	4287330	Aku tidak bisa hidup seorang diri.
2957141	Tom is itching for a fight.	4287331	Tom sudah tidak tahan ingin berkelahi.
2331837	I had to make a list of things I needed to do.	4287332	Aku harus membuat daftar tentang hal apa saja yang perlu aku lakukan.
55253	Do these paintings appeal to you?	4287334	Apa kau suka lukisan-lukisan ini?
3819704	What you're doing is just a waste of time.	4287335	Apa yang kau lakukan itu hanya membuang-buang waktu.
3348070	You shouldn't move it.	4287336	Kau seharusnya tidak memindahkannya.
21698	I am positive that he is wrong.	4287337	Aku yakin bahwa dia salah.
296449	He drew two squares on the blackboard.	4287357	Dia menggambar dua buah persegi pada papan tulis.
328735	"Hey, when do the dorms lock up?" "9 o'clock." "Whoops, if we don't run we won't make it!"	4289087	"Eh, asramanya dikunci jam berapa?" "Jam 9" "Waduh, kalau nggak lari bisa telat kita!"
354379	I like cats.	4289088	Aku suka kucing.
70904	Your kindness really touches me.	4289090	Saya sangat berterima kasih atas kebaikan Anda.
3417746	Tom is almost as tall as you are.	4289091	Tom hampir sama tingginya dengan kamu.
3023817	Tom has arrived in Boston already.	4289093	Tom sudah sampai di Boston.
2640336	Tom was surprised that Mary had a motorcycle.	4289094	Tom terkejut mengetahui Mary memiliki sepeda motor.
1867910	Tom should be here.	4289095	Tom seharusnya ada di sini.
1211998	Tom is married to Mary now, but at one time he was married to Alice.	4289096	Tom menikah dengan Mary saat ini, tetapi sebelumnya ia menikah dengan Alice.
281559	Japan is one of the greatest economic powers in the world.	4289098	Jepang adalah salah satu kekuatan ekonomi terbesar di dunia.
63493	The garage is at the side of the house.	4289099	Garasinya terletak di sebelah rumah.
23183	We didn't actually see the accident.	4289153	Kami tidak benar-benar melihat kecelakaan itu.
3758684	She's always very polite.	4289156	Dia selalu sopan santun.
2952173	I have to do something else now.	4289167	Ada hal lain yang harus ku kerjakan.
3236158	The people on this earth are all mortals.	4290269	Semua manusia di muka bumi ini bukan makhluk yang abadi.
2938659	This incident has made a great impact on the progress of the project.	4290270	Insiden ini telah menimbulkan dampak yang signifikan terhadap perkembangan proyek.
2642026	We're a little worried about Tom.	4290272	Kami sedikit khawatir dengan Tom.
2267036	I lost my bearings when I came out of the subway.	4290275	Aku kehilangan kesabaranku ketika keluar dari kereta bawah tanah.
1183894	I want a puppy.	4290276	Aku ingin seekor anak anjing.
303208	He contributed much money to relieving the poor.	4290282	Dia menyumbang uang dalam jumlah yang besar untuk membantu orang miskin.
2276181	I don't regret a thing.	4290284	Aku tidak menyesali apapun.
1547629	It was quite fantastic.	4290286	Itu cukup luar biasa.
499617	Nice to meet you.	331470	Senang bertemu denganmu.
2915520	As a consequence, additional tests must be carried out to ensure complete security.	4290321	Sebagai akibatnya, tes-tes tambahan harus dijalankan untuk menjamin keamanan yang penuh.
56934	This book is mine; I wrote my name in it myself.	4290591	Ini adalah bukuku. Aku menulis namaku di dalamnya.
2326574	I forgot Tom knew how to play the accordion.	4292843	Aku lupa kalau Tom tahu cara memainkan akordion.
1879690	She got tested for HIV.	4292872	Dia menjalani tes pemeriksaan HIV.
20720	I came near to being drowned.	4292876	Aku hampir saja tenggelam.
4255482	I wonder what Tom is doing now.	4292877	Aku penasaran apa yang sedang dilakukan Tom sekarang.
2018805	I thought you might want to see Tom.	4292986	Aku pikir kau perlu bertemu dengan Tom.
1894180	We have to do this the right way.	4292988	Kita harus melakukannya dengan benar.
1515135	Tom doesn't know the difference between a fable and a fairytale.	4292992	Tom tidak tahu perbedaan fabel dan dongeng.
1025207	Tom ironed his shirt.	4292993	Tom menyetrika bajunya.
468774	The little fridge is dirty.	4292999	Kulkas kecilnya kotor.
293376	He is known as a rock singer.	4293004	Dia dikenal sebagai seorang penyanyi rok.
3171007	What have you done to Tom?	4293008	Apa yang sudah kau perbuat pada Tom?
2549245	Tom hurt his leg.	4293011	Kaki Tom terluka.
30135	Slow speech is characteristic of that man.	4295756	Berbicara secara perlahan adalah karakteristik dari pria itu.
1025372	Tom has just come back from Boston.	4295786	Tom baru saja kembali dari Boston.
539547	You can call me anytime you like.	4295803	Kau bisa menelponku kapan saja.
1477438	Mr. Soarez has been my close friend for years.	4295813	Tuan Soarez adalah temanku selama bertahun-tahun.
2223766	Have you seen him before?	4297070	Apa kau pernah bertemu dengannya sebelumnya?
32550	Max looked into the mirror all the time he was talking.	4297072	Max melihat ke dalam cermin selama ia berbicara.
260190	I got acquainted with him in France.	4297073	Aku berkenalan dengannya di Prancis.
54520	Would you care to join me?	4297078	Maukah Anda bergabung dengan saya?
26347	Which do you like better, English or music?	4303600	Mana yang paling kau sukai, bahasa Inggris atau musik?
750629	Why do bees die after stinging?	4303712	Mengapa lebah meninggal setelah menyengat?
643277	This molecule has a crystalline structure.	4303714	Molekul ini berstruktur kristal.
2384876	Love isn't blind, it's retarded.	4303716	Cinta tidaklah buta, itu merupakan keterbelakangan.
2611894	I was at home all day yesterday.	4303719	Kemarin, saya di rumah sepanjang hari.
2695613	I don't see anything wrong with this.	4303722	Saya tidak melihat ada yang salah dengan yang ini.
2976756	I went out for a walk.	4303723	saya pergi keluar untuk jalan-jalan.
1658048	She looks confused.	4303725	Dia nampak bingung.
2331629	I had a small dinner party last weekend.	4303730	Minggu kemarin, saya mengadakan pesta makan malam kecil.
1358429	Mary came before I had waited ten minutes.	4304617	Mary datang sebelum aku sempat menunggu selama 10 menit.
3729352	I think this is beside the point right now.	4306317	Aku pikir ini tidak ada hubungannya, untuk saat ini.
2272741	Tom has lost hope.	4306319	Tom telah kehilangan harapan.
1895745	You have nothing to worry about.	4306320	Tidak ada yang perlu dikhawatirkan.
1426468	No matter where you go in Holland, you'll see windmills.	4306322	Ke mana pun kau pergi di Belanda, kau akan melihat kincir angin.
681617	Their offer to buy the house was rejected.	4306324	Tawaran mereka untuk membeli rumah itu ditolak.
26608	I got my driver's license on the second time I tried to pass the driver's test.	4306333	Aku mendapatkan SIM-ku pada kali kedua aku menjalani tes mengemudi.
3826792	At least I wasn't alone.	4306337	Paling tidak aku tidak seorang diri.
3820490	It takes courage to succeed.	4306338	Diperlukan keberanian untuk berhasil.
2244937	Are you cut?	4306344	Apa kau melakukan khitan?
316633	She participated in the beauty contest.	4308711	Dia mengikuti kontes kecantikan.
22818	We had to learn to read the word.	4308714	Kita diharuskan untuk belajar membaca kata.
2486694	I just lay on the beach and watched people swim.	4308717	Aku hanya berbaring di pantai dan melihat orang-orang berenang.
2305639	We need talented people.	4308718	Kami memerlukan orang-orang yang berbakat.
1453565	Languages are subject to constant change.	4308720	Bahasa adalah subjek dari perubahan yang konstan.
296715	Recently he's become a really nice person.	4308721	Akhir-akhir ini ia menjadi orang yang sangat baik.
293225	He has a sweet voice.	4308725	Dia memiliki suara yang merdu.
278541	My brother is always acting foolishly.	4308728	Adikku selalu bertingkah konyol.
33105	Mr White made a few comments on my speech.	4308751	Tn. White memberikan beberapa komentar pada pidatoku.
3594010	That's all I want to say.	4308753	Hanya itu yang ingin ku sampaikan.
3185201	Should I stay or should I go?	4308756	Haruskah aku tinggal atau haruskah aku pergi?
550880	That's the one thing I hadn't thought of.	4308761	Itu adalah satu hal yang belum aku pikirkan.
305811	They satisfied their thirst at the spring.	4308763	Mereka melepaskan dahaga mereka di sumber mata air itu.
3380544	Excuse me, how much is this sweater?	4308801	Maaf, berapa harga sweter ini?
54869	This is an ancient law.	4308976	Ini adalah sebuah hukum kuno.
3921262	You should've told Tom.	4308977	Harusnya kamu memberi tahu Tom.
3722574	Let's make this simple.	4308978	Mari kita menyederhanakannya.
3203884	I told Tom I thought it was a good idea.	4308979	Aku berkata pada Tom bahwa aku pikir itu adalah ide yang bagus.
2952995	Is it true that Tom doesn't like to swim?	4308980	Apakah benar Tom tidak suka berenang?
2732187	He is concerned about Tom.	4308981	Dia khawatir dengan Tom.
2539439	I'm sorry, did I say something wrong?	4308983	Maaf, apakah ada yang salah dengan perkataanku?
2288152	You don't really believe that, do you?	4308985	Kau tidak benar-benar mempercayainya, kan?
1096445	I wonder if I should really become a teacher.	4308987	Aku penasaran apakah aku benar-benar harus menjadi seorang guru.
1095188	Tom could see Mary was about ready to cry.	4308989	Tom melihat Mary ingin menangis.
1054537	Let's take the Intercity-Express.	4308992	Mari kita naik kereta Intercity-Express.
326061	Thanks to a cold summer, beer has sold poorly.	4308994	Akibat musim panas yang dingin, bir menjadi tidak begitu laku.
323946	The dawn is just breaking.	4308998	Matahari sudah hampir terbit.
313713	She will be seventeen years old next February.	4309002	Usianya akan menjadi tujuh belas tahun pada bulan Februari berikutnya.
34941	Mr Hunt is principal of our school.	4310477	Tn. Hunt adalah kepala sekolah dari sekolah kami.
757748	Her hair grew back to its original length.	4310493	Rambutnya kembali panjang seperti sediakala.
43850	I must get the book back from him.	4310504	Aku harus mengambil kembali bukuku darinya.
62072	How long do you think it takes to go from here to Tokyo?	4310507	Menurutmu dari sini sampai Tokyo akan memakan waktu berapa lama?
2267495	Keep a copy of that document.	4311715	Simpan salinan dari dokumen itu.
2016755	You might want to wait over there.	4311724	Mungkin lebih baik kau menunggu di sebelah sana.
1025715	Tom found it difficult to make himself understood in French.	4311733	Tom mengalami kesulitan saat berkomunikasi dalam bahasa Prancis.
29077	We walked among the trees.	4311762	Kami berjalan di antara pepohonan.
2033750	We don't want to be the last ones there.	4311765	Kami tidak ingin menjadi yang terakhir di sana.
886976	She asked him to help her father clean the garage.	4311769	Ia memintanya untuk membantu ayahnya membersihkan garasi.
803281	He said the words came straight from his heart.	4311771	Dia bilang perkataan itu keluar langsung dari hatinya.
3932917	Dan put the body in the back of his pick-up truck.	4311796	Dan meletakkan tubuh itu di bagian belakang truk pengangkutnya.
2954497	You forgot to warn us not to drink the water.	4311799	Kau lupa memperingatkan kami untuk tidak meminum airnya.
2895536	You can keep the change.	4311800	Kau bisa menyimpan kembaliannya.
2879002	She ironed a skirt.	4311805	Dia menyetrika sebuah rok.
31118	We don't have any more bread.	4311889	Kita sudah tidak punya roti lagi.
238509	I like her all the better for her faults.	4311890	Aku suka padanya karena kekurangannya.
2009613	He received cheers and applause.	4311896	Dia mendapat sorakan dan tepuk tangan.
238865	How many classes do you have on Monday?	4311900	Di hari Senin jam pelajaranmu ada berapa banyak?
246107	City officials often have sticky fingers.	4311904	Pejabat kota seringkali bertangan panjang.
327473	This is an important thing for all of you.	4311906	Ini adalah hal yang penting bagi kalian semua.
3122518	Walking in the moonlight is a romantic way to end a date.	4313828	Berjalan di bawah sinar rembulan adalah cara romantis untuk mengakhiri kencan.
4313832	What is your marital status?	4313836	Apa status perkawinanmu?
1920684	Something's not right here.	4314047	Ada sesuatu yang ga bener nih.
2280194	It's six degrees below zero.	4314049	Enam derajat dibawah nol.
854432	I am teaching.	4314052	Saya sedang mengajar.
3190941	I don't suppose you'd still have last Saturday's paper?	4314056	Mungkinkah anda masih memiliki koran Sabtu kemarin?
238122	The policeman signed to me to stop.	4314057	Polisi mengisyaratkan saya untuk berhenti.
1572832	Maybe you know where my books are?	4314060	Mungkin anda tau dimana buku-buku saya?
315833	She makes it a rule to read a newspaper after breakfast.	4314064	Dijadikan peraturan baginya untuk membaca surat kabar setelah sarapan.
3823267	What a stupid joke!	4314069	Dasar lelucon bego!
1815722	He hasn't talked to me since.	4314074	Dia sudah tidak berbicara dengan saya lagi sejak itu.
3917185	I have some things for you.	4314080	Saya ada beberapa barang buat kamu.
274926	Many roads are flooded. As a result there are long delays.	4314109	Beberapa jalan raya banjir. Akibatnya terdapat penundaan yang lama.
766016	It is a Chinese tradition to welcome spring with flowers.	4314744	Sudah menjadi tradisi bagi orang Tiongkok untuk menyambut musim semi dengan bunga.
279877	My strong point is my philosophy - nothing ventured nothing gained.	4314745	Kekuatanku ada pada filosofiku - tak ada usaha, tak ada hasil
252661	I leave for London tomorrow morning.	4314746	Besok pagi aku berangkat menuju London.
432952	I made use of this good opportunity.	4314747	Aku mempergunakan kesempatan yang baik ini.
3565090	All Tom wanted was some peace and quiet.	4314748	Yang Tom inginkan adalah kedamaian dan ketenangan.
3295154	Just pretend nothing happened.	4314750	Berpura-pura seperti tidak terjadi apa-apa.
2868629	They will follow you.	4314752	Mereka akan mengikutimu.
2865532	He warned you.	4314753	Dia memperingatkanmu.
1419035	Night is when most people sleep.	4314754	Malam adalah waktu di mana kebanyakan orang beristirahat.
244513	A strong wind blew yesterday.	4314756	Sebuah angin kencang berhembus kemarin.
3727068	You should trust me when I tell you things.	4314757	Kau harus percaya padaku saat aku memberitahumu sesuatu.
3722371	That'll never change.	4314758	Itu tak akan pernah berubah.
3520284	"You pig! Fucking traitor!" yells Tom.	4314759	"Sialan kau! Dasar pengkhianat!" teriak Tom.
289140	He is always on my side.	4314907	Dia selalu membelaku.
1491	I suppose that behind each thing we have to do, there's something we want to do...	4314911	Aku rasa di balik hal yang harus kita lakukan, ada hal yang ingin kita lakukan...
31900	Mary understands Chinese.	4314915	Mary dapat memahami bahasa Mandarin.
2545871	I've tried that already.	4316774	Aku sudah mencobanya.
2541487	I wonder what Tom is doing here.	4316775	Aku penasaran apa yang Tom lakukan di sini.
1419156	Tom passed away recently.	4316776	Tom meninggal dunia baru-baru ini.
396755	Drop by drop, the water can conglomerate into a lake.	4316777	Setetes demi setetes, airnya dapat berkumpul hingga membentuk sebuah danau.
246571	This isn't exactly what I wanted.	4316781	Ini tidak seperti yang aku inginkan.
3855368	Mary had a lot of friends and was very talented.	4316783	Mary memiliki banyak teman dan sangat berbakat.
2663090	We're having a problem with pigeons.	4316784	Kami bermasalah dengan merpati.
2640704	We have one of your friends here with us.	4316785	Seorang temanmu ada bersama kami di sini.
2203297	Tom is rude.	4316786	Tom adalah seorang yang kasar.
2016895	I want to leave this place quickly.	4316788	Aku ingin cepat meninggalkan tempat ini.
327406	Turn the volume up.	4316789	Naikkan volume suaranya.
258297	I want to have a talk with him about my future.	4316791	Aku ingin berbicara dengannya tentang masa depanku.
909529	How much time does the average teenager watch TV every day?	4318538	Berapa banyak waktu yang dihabiskan oleh remaja pada umumnya untuk melihat TV setiap harinya?
2013098	You do want that, don't you?	4318557	Kamu menginginkannya, bukan?
43167	What did you do then?	4318558	Lalu apa yang kau lakukan?
37550	How shall we deal with this problem?	4318624	Bagaimana kita mengatasi permasalahan ini?
4060430	Can you introduce yourself in a few words?	4318685	Bisakah kau memperkenalkan dirimu sedikit?
312439	When she was in Los Angeles, she had at least six different jobs.	4321244	Ketika ia berada di Los Angeles, ia memiliki setidaknya enam pekerjaan yang berbeda.
17400	Here is your bag.	4321246	Ini dia tasmu.
17534	You deserve the prize.	4321247	Kau layak mendapatkan hadiah itu.
17660	Who is your teacher?	4321252	Siapa gurumu?
18017	I don't blame you.	4321253	Aku tidak menyalahkanmu.
50756	Take off your socks.	4321254	Lepas kaus kakimu.
620808	How could I know?	3936361	Bagaimana aku bisa mengetahuinya?
25504	I'm a free man.	4321257	Aku adalah lelaki yang bebas.
25528	Don't worry about me.	4321258	Jangan khawatirkan aku.
321442	Leave it to me.	4321260	Serahkan semuanya padaku.
25539	Keep away from me.	4321262	Menjauhlah dariku.
25544	I can't do it.	4321264	Aku tidak bisa melakukannya.
25729	Pass me the salt, please.	4321266	Tolong ambilkan aku garamnya.
27547	Study hard, and you'll succeed.	4321269	Belajarlah dengan rajin, maka kau akan berhasil.
28371	Have we met before?	4321270	Apakah kita pernah bertemu sebelumnya?
28979	I'd rather go swimming.	4321271	Aku lebih memilih pergi berenang.
29110	I'll get some glasses.	4321275	Aku akan mengambil beberapa gelas.
29526	Fill it with regular, please.	4321278	Tolong isi penuh dengan yang reguler.
29527	Five gallons of regular, please.	4321281	Tolong 5 galon yang reguler.
31472	Read it once more, please.	4321283	Tolong bacalah sekali lagi.
2040	I'm almost done.	4321287	Aku hampir selesai.
2387526	I need some money.	4321289	Aku membutuhkan uang.
410769	Don't touch my camera.	4321291	Jangan sentuh kameraku.
35197	Pass me the butter, please.	4321292	Tolong ambilkan aku menteganya.
36873	Which is your book?	4321293	Bukumu yang mana?
37840	It was really cheap.	4321295	Itu sangat murah.
38407	I'm just looking, thank you.	4323154	Tidak terima kasih, saya hanya melihat-lihat saja.
42484	That won't help you.	4323157	Itu tidak akan membantumu.
42590	I made it myself.	4323158	Aku membuatnya sendiri.
43241	It's on the sofa.	4323159	Itu ada di atas sofa.
43212	Let me try it.	4323161	Biarkan aku mencobanya.
55749	Is this your bicycle?	4323162	Apakah ini sepedamu?
55814	This wasn't cheap, was it?	4323165	Ini tidak murah, bukan?
63266	Are you all ready?	4323169	Apa kalian semua sudah siap?
64314	I'm counting on you.	4323176	Aku mengandalkanmu.
64505	Sit wherever you like.	4323181	Duduklah di manapun yang kau sukai.
69890	You can dance, can't you?	4323186	Kamu bisa menari, kan?
69897	You don't smoke, do you?	4323187	Anda tidak merokok, bukan?
71962	He shot at me.	4323188	Dia menembak ke arahku.
236799	This book is yours.	4323190	Buku ini milikmu.
2006340	You speak English fluently.	4323191	Kau berbicara bahasa Inggris dengan fasih.
237692	I'll make you happy.	4323192	Aku akan membuatmu bahagia.
237698	I believe in you.	4323193	Aku percaya padamu.
237734	You are new students.	4323195	Kalian adalah para siswa baru.
237713	It's up to you.	4323196	Terserah padamu.
240572	You talk too much.	4323198	Kau terlalu banyak bicara.
241008	I'll have to think about it.	4323200	Aku akan memikirkannya dulu.
241675	I'm on a diet.	4323201	Aku sedang melakukan diet.
244539	Yesterday was my birthday.	4323202	Kemarin adalah hari ulang tahunku.
256784	I'm not going back.	4323206	Aku tidak akan kembali.
257093	I know your father.	4323208	Aku tahu ayahmu.
70967	I am acquainted with your father.	4323210	Aku mengenal ayahmu.
257110	I'm thinking about you.	4323211	Aku memikirkan tentang dirimu.
257112	I like your car.	4323212	Aku suka mobilmu.
257340	I'll join you later.	4323218	Aku akan menyusul kalian nanti.
260035	I worry about him.	4323220	Aku mengkhawatirkan dia.
261486	I've climbed Mt. Fuji twice.	4323223	Aku telah mendaki gunung Fuji dua kali.
261490	I've never climbed Mt. Fuji.	4323224	Aku belum pernah mendaki gunung Fuji.
262323	I don't like it, either.	4323226	Aku juga tidak menyukainya.
266757	It's time to go.	4323227	Sudah waktunya untuk pergi.
869492	I'm sorry, I can't.	4323229	Mohon maaf, saya tidak bisa.
270854	A glass of water, please.	4323230	Tolong segelas air putih.
289837	He isn't here, is he?	4323238	Dia tidak ada di sini, kan?
303761	He disregarded my advice.	4323239	Dia tidak mengindahkan nasihatku.
304544	He won't come, will he?	4323241	Dia tidak akan datang, kan?
304902	He is not coming, either.	4323242	Dia juga tidak datang.
313373	Does she know you?	4325157	Apa dia mengenalmu?
321308	I'll pay the bill.	4325159	Aku akan membayar tagihannya.
713297	I admit I'm wrong.	4325160	Aku akui aku salah.
321324	It's not my fault.	4325161	Itu bukan salahku.
321441	Tell me the truth.	4325162	Katakan padaku yang sebenarnya.
321412	Save me some ice cream.	4325163	Sisakan aku es krimnya.
321500	Where is my watch?	4325165	Di mana jamku?
3659929	Don't touch my car.	4325166	Jangan sentuh mobilku.
321526	Walk ahead of me.	4325167	Berjalanlah di depanku.
321599	I have three cameras.	4325168	Aku memiliki tiga buah kamera.
254032	I am not good at sports.	4325170	Aku tidak jago dalam hal olahraga.
321815	I am in London.	4325172	Aku ada di London.
321846	I have a dictionary.	4325174	Aku punya kamus.
321849	I have two cars.	4325175	Aku memiliki dua buah mobil.
65714	I caught the flu.	4325176	Aku terkena flu.
321982	I also like cake.	4325177	Aku juga suka kue.
322004	When can we eat?	4325178	Kapan kita bisa makan?
322013	We talked until two in the morning.	4325180	Kami berbincang-bincang hingga pukul dua pagi.
322029	He doesn't like us.	4325181	Dia tidak suka dengan kita.
1869534	You've got to be kidding!	4325182	Kau pasti bercanda!
17895	It's clear that you're wrong.	4325183	Kau jelas-jelas sudah salah.
323770	Keep your eyes open.	4325184	Tetap buka matamu.
59232	We often hear about an energy crisis these days.	4325185	Kami sering mendengar tentang krisis energi akhir-akhir ini.
958825	You're in my way!	4325186	Kau menghalangi jalanku!
246017	Keep children away from the pond.	4325187	Jauhkan anak-anak dari kolam.
1348	That's because you're a girl.	4325198	Itu karena kamu perempuan.
1373	How long did you stay?	4325201	Berapa lama kamu menginap?
1435	I don't like you anymore.	4325206	Aku sudah tidak menyukaimu lagi.
1451	I have nothing better to do.	4325209	Tidak ada hal lain yang bisa kulakukan.
1452	I can't explain it either.	4325211	Aku juga tidak dapat menjelaskannya.
1531	The archer killed the deer.	4325215	Pemanah itu membunuh rusanya.
1538	If you don't eat, you die.	4325216	Kau akan mati jika kau tidak makan.
1563	Are they all the same?	4325220	Apakah mereka semua sama?
1594	May I ask a question?	4325222	Bolehkah saya mengajukan sebuah pertanyaan?
25317	We cannot conceive science without a hypothesis.	4326595	Kita tidak dapat memahami sains tanpa sebuah hipotesis.
31364	It is time you left off your childish ways.	4326769	Sudah waktunya kamu berhenti bersikap kekanak-kanakan.
307094	They gained great wealth.	4326801	Ia memperoleh keuntungan yang besar.
1651	Is it far from here?	4327281	Apakah jauh dari sini?
451728	Who wants hot chocolate?	4327285	Siapa mau cokelat panas?
1759	He plays the piano very well.	4327311	Dia memainkan piano dengan sangat baik.
1763	Why don't you eat vegetables?	4327313	Kenapa kamu tidak makan sayur?
1766	The car crashed into the wall.	4327315	Mobil itu menabrak dinding.
2111800	I promise.	4327321	Aku janji.
1820	You didn't tell him anything?	4327322	Kamu tidak mengatakan apa-apa padanya?
1824	Could you call again later, please?	4327324	Bisakah kau menelepon lagi nanti?
